max,min,wind,wind_d,rain,humidi,cloud,pressure,date
30,26,5,SSW,25.2,92,45,1009,6/7/2010
32,26,4,S,22.2,90,40,1009,6/8/2010
33,26,4,SSW,15.7,88,48,1009,6/9/2010
31,26,4,S,8.7,87,41,1009,6/10/2010
33,26,5,SSE,1.6,83,24,1009,6/11/2010
33,26,5,SSE,2.6,81,33,1009,6/12/2010
33,26,5,S,15.3,83,31,1009,6/13/2010
32,26,4,SSW,13.3,87,47,1010,6/14/2010
31,26,5,WSW,19.2,90,48,1009,6/15/2010
31,25,6,SW,10,87,45,1009,6/16/2010
32,25,6,SSW,18.3,89,32,1009,6/17/2010
30,25,8,SW,17.6,90,46,1010,6/18/2010
32,24,7,WSW,8.8,86,52,1009,6/19/2010
30,25,6,SW,12.3,90,44,1008,6/20/2010
29,25,8,S,11.8,92,55,1007,6/21/2010
30,25,9,SSE,22.2,92,73,1008,6/22/2010
30,25,6,S,16.7,92,54,1010,6/23/2010
32,25,6,SW,8,86,34,1008,6/24/2010
32,25,6,SW,8.3,87,38,1007,6/25/2010
30,26,7,SW,28,91,40,1008,6/26/2010
31,25,6,SW,19.7,91,45,1008,6/27/2010
31,25,6,SW,11.1,90,56,1007,6/28/2010
31,25,7,SW,4.1,88,33,1008,6/29/2010
34,25,6,SSW,2,84,20,1008,6/30/2010
29,26,4,SSE,10.8,92,58,1008,7/1/2010
32,25,4,SSE,10.4,90,67,1009,7/2/2010
33,25,4,ESE,17.7,87,35,1010,7/3/2010
29,25,6,SE,2.9,89,58,1011,7/4/2010
33,24,3,SSE,13.1,84,34,1010,7/5/2010
31,25,4,S,5.9,87,19,1010,7/6/2010
34,24,3,WSW,6.8,82,17,1010,7/7/2010
34,25,5,SW,8.9,82,24,1010,7/8/2010
31,25,6,SSW,14.1,88,38,1009,7/9/2010
33,24,6,S,7.8,86,46,1009,7/10/2010
31,25,5,SSW,9.6,89,43,1010,7/11/2010
32,25,5,SW,14.7,87,44,1009,7/12/2010
31,26,5,SW,18.4,90,62,1008,7/13/2010
32,25,4,S,9.7,89,63,1007,7/14/2010
27,25,4,SSE,8.7,95,69,1007,7/15/2010
28,24,5,SSW,3.9,93,64,1007,7/16/2010
30,24,5,S,9.8,92,57,1008,7/17/2010
31,25,4,SW,7.3,88,35,1010,7/18/2010
34,25,5,WSW,2.2,83,20,1009,7/19/2010
32,25,5,WSW,13.5,86,32,1009,7/20/2010
29,25,5,SW,3.2,92,78,1008,7/21/2010
31,25,7,SW,7.2,91,46,1008,7/22/2010
30,24,9,WSW,10.9,91,49,1007,7/23/2010
30,24,8,WSW,4.4,89,55,1006,7/24/2010
25,24,8,WNW,8.6,94,62,1006,7/25/2010
29,23,7,WNW,9.3,91,78,1005,7/26/2010
30,24,7,S,6.2,92,67,1006,7/27/2010
30,25,7,S,8.4,91,53,1009,7/28/2010
33,24,6,SSW,1.9,81,63,1009,7/29/2010
33,25,6,WSW,7.5,83,41,1009,7/30/2010
33,25,6,SW,10,89,53,1008,7/31/2010
30,25,6,SW,16.7,93,78,1009,8/1/2010
30,24,7,SSW,3.2,90,63,1009,8/2/2010
32,24,6,WSW,2.2,83,31,1008,8/3/2010
33,25,9,W,1.7,80,21,1007,8/4/2010
33,25,9,WNW,0,76,31,1007,8/5/2010
33,25,9,WNW,2,78,36,1008,8/6/2010
33,25,10,WSW,5.1,80,48,1006,8/7/2010
31,24,10,WSW,12.6,82,50,1005,8/8/2010
31,24,10,WSW,3.7,81,44,1005,8/9/2010
32,25,10,SW,17.1,84,57,1006,8/10/2010
30,24,7,SSW,6,88,58,1008,8/11/2010
35,24,4,S,5.3,84,39,1009,8/12/2010
33,25,4,WSW,13.1,84,37,1008,8/13/2010
32,26,4,SSW,15.9,85,36,1008,8/14/2010
34,26,4,SE,8,83,25,1009,8/15/2010
35,25,5,SSE,9.8,83,32,1009,8/16/2010
35,26,5,SSE,16.8,83,25,1008,8/17/2010
34,25,6,ESE,3.4,82,21,1008,8/18/2010
33,25,5,E,12.1,84,40,1009,8/19/2010
31,25,5,SSE,9.5,86,52,1009,8/20/2010
32,24,6,SW,2.8,85,56,1008,8/21/2010
31,25,8,WSW,12.6,88,64,1007,8/22/2010
30,24,8,WSW,5.2,90,58,1006,8/23/2010
30,24,9,S,3.9,87,35,1008,8/24/2010
33,25,7,S,2.4,84,22,1010,8/25/2010
32,25,5,WSW,5.7,84,38,1010,8/26/2010
33,25,8,WSW,6.4,86,52,1008,8/27/2010
31,25,8,W,7.3,88,67,1008,8/28/2010
29,25,7,WSW,4.4,91,61,1009,8/29/2010
32,24,8,WSW,5,87,41,1008,8/30/2010
33,24,7,WSW,6.2,84,25,1007,8/31/2010
33,25,8,WSW,12,86,40,1006,9/1/2010
33,25,8,SW,7.2,85,36,1007,9/2/2010
33,25,7,SW,23.4,87,49,1007,9/3/2010
31,25,7,WSW,16.1,88,54,1008,9/4/2010
31,24,8,WSW,6.4,85,54,1008,9/5/2010
34,25,6,SSW,3.4,84,36,1008,9/6/2010
33,25,7,S,6.3,85,37,1008,9/7/2010
33,25,7,S,3.2,84,30,1009,9/8/2010
33,25,5,SW,5.1,83,25,1010,9/9/2010
33,25,7,SSW,2.4,84,29,1008,9/10/2010
32,25,5,W,2.1,84,47,1009,9/11/2010
33,25,3,SW,6.7,83,37,1010,9/12/2010
34,25,4,SSE,7.8,81,35,1009,9/13/2010
34,25,4,S,10.7,82,41,1008,9/14/2010
35,25,4,SSE,13.4,83,46,1008,9/15/2010
33,25,4,E,13,86,49,1008,9/16/2010
31,25,5,SSE,15.6,86,45,1007,9/17/2010
32,25,5,SSE,17.9,85,43,1008,9/18/2010
32,25,5,SE,11.5,86,25,1008,9/19/2010
32,24,6,SSW,8.2,85,53,1008,9/20/2010
34,25,5,SSW,9.9,83,60,1008,9/21/2010
33,25,7,SSE,6.6,85,31,1009,9/22/2010
35,24,6,SE,6.4,81,29,1009,9/23/2010
35,25,4,ESE,20.8,83,20,1009,9/24/2010
33,26,5,SE,13.2,83,33,1009,9/25/2010
32,25,7,ESE,6.6,82,29,1010,9/26/2010
33,25,6,ESE,10.3,82,28,1010,9/27/2010
35,25,3,ESE,17.5,84,31,1009,9/28/2010
32,25,5,WSW,7.3,86,51,1009,9/29/2010
32,25,5,SW,2.9,87,54,1007,9/30/2010
32,25,4,S,14.2,86,60,1006,10/1/2010
32,25,4,WSW,18.9,87,76,1005,10/2/2010
31,25,6,WSW,22.4,89,67,1005,10/3/2010
31,24,6,SSW,16,90,65,1007,10/4/2010
32,24,5,SSW,7.7,88,67,1008,10/5/2010
34,25,4,S,8,86,58,1009,10/6/2010
31,25,5,NW,13.2,88,45,1009,10/7/2010
32,25,6,S,7.2,85,35,1009,10/8/2010
31,25,5,W,12.4,88,44,1008,10/9/2010
30,25,5,W,54.5,93,68,1007,10/10/2010
28,24,7,W,133.3,96,91,1007,10/11/2010
30,24,6,WSW,78.8,94,75,1008,10/12/2010
29,24,5,WSW,7,93,67,1008,10/13/2010
28,24,6,WSW,1.3,93,63,1006,10/14/2010
29,23,9,SW,2.3,92,79,1006,10/15/2010
30,24,10,SW,0.6,87,48,1007,10/16/2010
31,24,7,SSW,2.4,89,47,1008,10/17/2010
33,23,5,WSW,1.8,86,43,1009,10/18/2010
31,24,6,W,0.6,85,27,1009,10/19/2010
31,24,6,WNW,8.8,89,59,1008,10/20/2010
31,24,6,WNW,9.3,90,59,1006,10/21/2010
31,23,7,WNW,0.5,80,42,1007,10/22/2010
32,23,4,W,0.1,79,33,1007,10/23/2010
34,24,4,ESE,0.6,81,16,1007,10/24/2010
32,24,6,ESE,12.4,86,40,1008,10/25/2010
32,25,4,SE,42.7,87,47,1009,10/26/2010
32,25,5,S,0.9,86,33,1010,10/27/2010
31,24,4,SW,13.3,90,64,1009,10/28/2010
32,23,9,ESE,5.1,83,19,1010,10/29/2010
22,21,14,W,54.2,94,67,1010,10/30/2010
26,21,9,S,22.9,96,52,1009,10/31/2010
29,22,5,ESE,4.7,92,59,1007,11/1/2010
30,23,5,NE,1.7,88,54,1008,11/2/2010
31,24,7,SE,18.6,91,57,1009,11/3/2010
29,22,10,SW,0.6,87,49,1009,11/4/2010
30,22,5,W,5.3,86,45,1009,11/5/2010
30,23,6,W,10.4,88,54,1009,11/6/2010
31,23,3,W,11.4,89,58,1009,11/7/2010
29,24,6,ESE,11.3,93,59,1010,11/8/2010
31,24,5,ESE,19.3,92,54,1011,11/9/2010
31,23,5,NNW,6.4,89,54,1011,11/10/2010
31,23,7,NW,6.1,88,53,1010,11/11/2010
31,22,8,WSW,3.6,85,33,1007,11/12/2010
31,23,6,WSW,7.6,85,30,1008,11/13/2010
32,24,7,ESE,29.3,87,44,1011,11/14/2010
33,24,6,ESE,11.9,86,28,1011,11/15/2010
32,24,3,WSW,10.7,87,34,1009,11/16/2010
31,24,4,SW,8.5,88,46,1009,11/17/2010
31,24,4,SW,9.2,89,44,1010,11/18/2010
30,23,5,ESE,20.2,90,50,1009,11/19/2010
31,22,4,SE,3.5,88,44,1008,11/20/2010
31,24,4,SW,20.9,88,41,1007,11/21/2010
30,23,3,S,25.7,90,49,1007,11/22/2010
31,24,3,E,23.8,90,47,1008,11/23/2010
31,25,4,WSW,4.1,88,46,1009,11/24/2010
33,24,5,SW,0.2,86,12,1009,11/25/2010
30,23,5,SE,5.3,88,52,1009,11/26/2010
30,23,4,SSE,0.7,88,36,1008,11/27/2010
32,24,4,ESE,10.7,86,47,1009,11/28/2010
33,24,5,SE,11.4,87,38,1008,11/29/2010
32,24,4,ENE,2.7,84,46,1008,11/30/2010
31,24,4,ENE,1.2,84,32,1007,12/1/2010
31,24,4,SE,0.2,83,38,1008,12/2/2010
31,24,6,S,1.1,82,34,1008,12/3/2010
32,23,6,NNE,0.5,81,23,1007,12/4/2010
31,23,8,ESE,2.3,82,48,1007,12/5/2010
31,24,4,ENE,0.8,83,42,1007,12/6/2010
33,24,6,ENE,3.3,82,19,1009,12/7/2010
33,23,6,ESE,0.8,79,10,1009,12/8/2010
31,23,5,SSE,1,81,44,1009,12/9/2010
30,23,4,SW,0,79,33,1009,12/10/2010
32,23,5,S,0,81,18,1008,12/11/2010
32,22,4,SSW,0,82,44,1006,12/12/2010
33,24,4,SSW,4.6,82,51,1007,12/13/2010
30,24,7,SE,12.2,88,53,1008,12/14/2010
31,23,9,SE,0.1,85,39,1008,12/15/2010
33,23,5,ESE,2.9,83,22,1008,12/16/2010
29,22,7,S,1.6,81,27,1009,12/17/2010
31,22,5,ESE,0.2,78,45,1010,12/18/2010
31,22,5,SSW,0,77,27,1011,12/19/2010
32,23,3,SSW,0,76,17,1010,12/20/2010
32,23,4,SSW,3,79,38,1008,12/21/2010
31,24,4,SE,1.1,81,52,1007,12/22/2010
31,24,5,SSE,5.6,80,33,1009,12/23/2010
32,23,5,SSW,0.5,80,28,1008,12/24/2010
32,22,4,SSW,0,79,13,1008,12/25/2010
32,22,4,SE,0.2,77,7,1009,12/26/2010
31,22,5,ESE,0.4,74,35,1009,12/27/2010
31,22,5,SE,0,73,42,1009,12/28/2010
32,23,3,ESE,0.1,73,33,1009,12/29/2010
32,24,3,SW,3.4,75,38,1009,12/30/2010
31,23,4,SE,0.7,80,49,1009,12/31/2010
29,23,4,S,0.2,81,42,1008,1/1/2011
33,23,3,ESE,0.1,74,12,1009,1/2/2011
33,23,4,SSE,0.1,73,51,1009,1/3/2011
28,24,4,ESE,2.8,83,58,1009,1/4/2011
32,24,6,E,2.5,74,53,1009,1/5/2011
33,23,7,NE,3.2,74,26,1009,1/6/2011
29,21,6,ENE,0.5,75,39,1010,1/7/2011
32,22,5,E,0,72,23,1010,1/8/2011
32,23,4,S,0,72,26,1009,1/9/2011
32,22,5,WSW,0,70,24,1009,1/10/2011
32,22,4,SSW,0,73,17,1008,1/11/2011
32,23,4,SSE,0.4,75,24,1008,1/12/2011
32,22,3,SSW,1.4,76,26,1009,1/13/2011
32,23,4,SSW,0.3,74,25,1010,1/14/2011
33,23,5,ESE,0,71,16,1011,1/15/2011
31,22,4,SE,0.3,71,37,1011,1/16/2011
32,20,4,SE,0,67,7,1012,1/17/2011
33,22,4,W,0,67,5,1011,1/18/2011
33,21,5,S,0,64,17,1009,1/19/2011
34,23,6,SSE,0,67,37,1009,1/20/2011
33,23,4,WSW,7.7,74,44,1010,1/21/2011
34,23,5,SSE,6.6,75,40,1010,1/22/2011
33,24,3,ESE,11.8,76,52,1011,1/23/2011
31,23,4,ESE,1.8,75,48,1011,1/24/2011
33,23,6,NE,0.6,67,45,1011,1/25/2011
34,23,8,NE,1.4,66,30,1012,1/26/2011
34,23,7,E,3.9,72,22,1012,1/27/2011
34,23,6,NE,3.8,69,32,1011,1/28/2011
34,22,7,E,1.5,62,23,1011,1/29/2011
34,22,6,ESE,0,62,17,1012,1/30/2011
34,22,6,ESE,0,64,15,1012,1/31/2011
35,23,6,ENE,0,64,13,1011,2/1/2011
34,23,6,SSE,0,65,34,1011,2/2/2011
34,23,5,SW,0,65,27,1012,2/3/2011
34,23,7,SE,0,66,18,1011,2/4/2011
34,22,6,SSE,0,67,15,1011,2/5/2011
34,23,6,SSW,0,65,4,1010,2/6/2011
34,22,5,SSE,0,65,4,1009,2/7/2011
36,21,5,S,0,63,8,1007,2/8/2011
36,22,8,SSE,0,63,7,1007,2/9/2011
35,21,9,SE,0,63,13,1008,2/10/2011
36,22,9,SE,0,68,22,1009,2/11/2011
35,23,9,SE,0,68,25,1009,2/12/2011
35,23,7,ESE,0.7,68,28,1009,2/13/2011
36,23,10,ESE,0.2,65,23,1009,2/14/2011
37,24,8,ESE,0.5,59,18,1010,2/15/2011
36,24,9,SE,0.2,65,23,1011,2/16/2011
37,24,7,SE,0.4,67,24,1011,2/17/2011
37,24,10,SE,0,65,29,1010,2/18/2011
36,24,6,ESE,3.2,69,37,1011,2/19/2011
35,24,6,ESE,3.7,70,36,1011,2/20/2011
34,24,7,SE,1.6,68,34,1011,2/21/2011
31,24,8,E,0.2,70,28,1011,2/22/2011
36,23,9,ESE,0.1,64,25,1011,2/23/2011
36,23,8,ESE,0,61,17,1010,2/24/2011
36,24,9,ESE,0,64,16,1009,2/25/2011
37,24,11,ESE,0,62,11,1009,2/26/2011
34,24,10,ESE,0.2,62,39,1011,2/27/2011
36,24,7,SSE,0.1,65,43,1009,2/28/2011
36,23,7,SSE,0.5,69,33,1009,3/1/2011
34,24,6,SSE,1.3,68,39,1010,3/2/2011
34,24,10,SE,0,63,31,1010,3/3/2011
34,24,10,SE,0.3,62,44,1010,3/4/2011
34,24,10,SE,0.7,63,53,1011,3/5/2011
35,24,11,SE,0.5,63,33,1011,3/6/2011
36,25,12,SE,0.1,66,36,1010,3/7/2011
36,25,10,ESE,0.8,67,27,1009,3/8/2011
36,25,9,ESE,1.2,64,29,1010,3/9/2011
36,25,7,E,4.8,64,31,1010,3/10/2011
37,25,9,E,2.3,62,19,1009,3/11/2011
37,25,8,ESE,0.7,58,17,1010,3/12/2011
34,25,10,ESE,0,58,12,1009,3/13/2011
38,24,10,ESE,0,60,10,1008,3/14/2011
37,25,9,ESE,0.4,65,26,1008,3/15/2011
37,24,5,E,1.9,62,38,1008,3/16/2011
34,25,8,E,8.2,63,43,1009,3/17/2011
37,25,7,E,6.5,68,51,1009,3/18/2011
35,25,8,ESE,8.3,68,43,1008,3/19/2011
37,25,8,ESE,11.1,70,31,1008,3/20/2011
35,25,8,ESE,25,75,49,1009,3/21/2011
35,24,9,ESE,1,72,24,1009,3/22/2011
30,26,6,ESE,4.3,75,41,1010,3/23/2011
32,25,9,ENE,0.6,73,45,1010,3/24/2011
29,24,7,NE,3.8,77,69,1010,3/25/2011
34,23,7,ENE,3.6,67,47,1010,3/26/2011
30,24,8,NE,0.7,70,63,1010,3/27/2011
35,23,6,E,0.6,62,48,1009,3/28/2011
36,23,8,NNE,1.8,63,52,1009,3/29/2011
33,22,8,SE,0,61,44,1010,3/30/2011
36,23,8,WNW,0.1,61,37,1009,3/31/2011
37,25,5,WSW,1.4,62,46,1008,4/1/2011
35,26,6,SSW,4.3,68,40,1009,4/2/2011
34,25,7,S,10.4,76,56,1009,4/3/2011
32,24,9,SSE,1.9,75,43,1010,4/4/2011
35,24,6,ESE,0.1,66,22,1011,4/5/2011
36,25,6,SSE,0.1,64,21,1011,4/6/2011
35,24,8,ESE,0,63,40,1010,4/7/2011
37,24,8,ESE,0,61,19,1011,4/8/2011
36,24,8,E,0.6,62,26,1011,4/9/2011
36,25,7,ESE,0,58,28,1012,4/10/2011
36,25,8,E,0.2,61,16,1010,4/11/2011
35,25,10,ESE,0.2,60,35,1010,4/12/2011
36,24,9,ESE,0,58,22,1011,4/13/2011
38,25,10,ESE,0,59,17,1009,4/14/2011
35,26,10,SE,3.9,67,36,1009,4/15/2011
36,25,11,SE,0,69,28,1009,4/16/2011
37,25,8,SSE,0.3,68,36,1009,4/17/2011
35,26,6,S,13.8,73,39,1008,4/18/2011
34,25,5,ESE,31.1,80,44,1009,4/19/2011
32,25,8,ESE,6.5,76,36,1009,4/20/2011
34,25,12,SE,0,72,31,1010,4/21/2011
34,25,8,SE,6.3,73,31,1009,4/22/2011
35,25,9,SE,1.4,71,25,1008,4/23/2011
35,25,7,ESE,15.7,71,25,1008,4/24/2011
35,26,7,ESE,10,69,39,1008,4/25/2011
36,26,8,SE,0.4,69,29,1008,4/26/2011
36,26,6,SE,6.3,68,31,1007,4/27/2011
36,26,10,SE,0,67,32,1007,4/28/2011
36,26,10,SE,4.8,70,27,1008,4/29/2011
37,26,9,ESE,5.2,70,23,1008,4/30/2011
35,26,7,SE,21.8,75,31,1009,5/1/2011
34,26,5,ESE,14.1,75,28,1008,5/2/2011
35,27,6,SE,0.5,72,25,1008,5/3/2011
36,26,7,SE,2.4,70,31,1008,5/4/2011
36,26,8,SSE,11.1,70,32,1008,5/5/2011
35,26,8,SSE,18.2,74,24,1008,5/6/2011
34,26,5,SSW,22.7,75,26,1008,5/7/2011
34,26,7,WSW,4,75,34,1006,5/8/2011
34,26,10,WSW,21.2,77,27,1007,5/9/2011
34,27,12,WSW,10.5,69,28,1008,5/10/2011
34,27,10,SW,12.2,75,38,1007,5/11/2011
34,27,9,SW,5.7,76,56,1007,5/12/2011
34,27,9,SSW,32.4,76,31,1008,5/13/2011
33,27,8,S,42.2,78,32,1009,5/14/2011
35,27,7,SE,13.8,75,26,1011,5/15/2011
36,27,7,SE,12.2,73,19,1012,5/16/2011
35,27,8,SE,7.5,73,23,1010,5/17/2011
34,27,6,S,25.4,77,28,1010,5/18/2011
33,26,7,S,29.2,78,25,1010,5/19/2011
33,26,7,SSW,20.3,78,35,1009,5/20/2011
31,24,5,S,32.6,85,46,1008,5/21/2011
35,26,9,SW,3.9,77,23,1007,5/22/2011
34,26,9,SW,5.6,77,14,1007,5/23/2011
33,26,7,SW,8.8,78,26,1007,5/24/2011
34,27,7,SSW,27.4,80,36,1007,5/25/2011
29,26,5,SW,2.9,83,54,1007,5/26/2011
33,26,6,WSW,6.9,78,55,1006,5/27/2011
33,26,10,SW,21.1,80,64,1007,5/28/2011
31,25,7,SW,20.4,82,68,1008,5/29/2011
31,26,8,SSW,5.7,79,70,1009,5/30/2011
33,26,8,WSW,6.2,77,43,1008,5/31/2011
34,26,7,SSW,16.8,80,55,1007,6/1/2011
34,26,7,SSW,2.9,79,35,1008,6/2/2011
33,26,10,S,7.2,79,36,1008,6/3/2011
34,26,9,S,14,80,39,1008,6/4/2011
34,26,7,S,10.8,79,30,1008,6/5/2011
34,26,5,S,33,80,39,1009,6/6/2011
34,26,6,SW,27.3,80,38,1008,6/7/2011
32,27,7,WSW,32.6,82,38,1008,6/8/2011
33,27,8,SW,14.7,82,27,1007,6/9/2011
31,26,11,WSW,14.8,83,43,1006,6/10/2011
33,25,12,W,4.7,77,35,1007,6/11/2011
29,25,11,WSW,2.7,82,44,1008,6/12/2011
32,26,10,W,1.7,75,40,1008,6/13/2011
30,25,12,W,2.4,81,67,1009,6/14/2011
32,24,13,W,0,76,58,1008,6/15/2011
31,25,14,WSW,6.4,79,56,1007,6/16/2011
31,25,12,WSW,17.6,85,70,1007,6/17/2011
31,25,12,WSW,30.4,85,68,1006,6/18/2011
30,24,14,WSW,7,87,75,1006,6/19/2011
28,24,13,WSW,2.5,87,69,1007,6/20/2011
31,25,15,WSW,14.6,83,55,1007,6/21/2011
32,26,14,WSW,26.4,83,44,1005,6/22/2011
31,25,16,WSW,13.5,84,42,1003,6/23/2011
32,25,17,WSW,2,81,36,1003,6/24/2011
33,26,16,SW,1.6,76,22,1005,6/25/2011
33,26,10,SW,4.9,79,22,1007,6/26/2011
31,25,9,WSW,4.1,82,50,1008,6/27/2011
33,26,8,SW,4,80,37,1008,6/28/2011
33,25,10,SW,17.4,82,42,1008,6/29/2011
31,25,8,WSW,27.3,85,46,1009,6/30/2011
32,25,6,SW,19.9,85,51,1009,7/1/2011
33,25,6,WSW,21.6,83,39,1009,7/2/2011
33,25,9,WSW,4.6,81,27,1008,7/3/2011
31,25,6,W,6.4,82,58,1009,7/4/2011
32,25,7,WSW,8.9,82,56,1009,7/5/2011
33,25,6,WSW,27.5,83,54,1008,7/6/2011
33,25,11,WSW,13.1,84,39,1007,7/7/2011
29,25,11,SW,20.5,91,66,1008,7/8/2011
31,24,13,WSW,1.3,83,40,1007,7/9/2011
31,24,13,SW,13.8,84,42,1006,7/10/2011
31,25,9,SW,10.5,85,47,1005,7/11/2011
31,25,10,SW,10.7,86,43,1006,7/12/2011
31,25,9,SW,5.9,86,63,1006,7/13/2011
32,25,10,SW,14.1,87,67,1007,7/14/2011
31,25,10,WSW,11.1,88,57,1007,7/15/2011
32,25,10,SW,3.1,81,25,1007,7/16/2011
31,25,12,SW,13.3,83,27,1007,7/17/2011
32,24,11,WSW,4,82,23,1008,7/18/2011
32,24,11,SW,2.4,83,32,1007,7/19/2011
34,24,11,WSW,12.6,81,25,1007,7/20/2011
33,25,10,W,7.4,79,25,1008,7/21/2011
31,25,9,WNW,10.8,84,65,1008,7/22/2011
32,24,8,WSW,6.9,81,37,1006,7/23/2011
32,25,8,WSW,8.3,84,48,1007,7/24/2011
30,24,9,WSW,19.8,86,52,1008,7/25/2011
32,24,10,W,22,85,47,1008,7/26/2011
30,24,11,WSW,24.9,88,59,1007,7/27/2011
32,24,11,WSW,21.7,87,56,1005,7/28/2011
30,24,15,WSW,20.8,87,54,1005,7/29/2011
29,24,14,WSW,3.5,89,58,1006,7/30/2011
30,24,10,WSW,4,83,40,1006,7/31/2011
32,25,7,SSW,9,82,40,1007,8/1/2011
32,25,7,SW,2.8,84,47,1008,8/2/2011
32,25,9,W,21,83,38,1009,8/3/2011
33,26,9,W,8.5,81,23,1008,8/4/2011
33,26,12,WSW,3.3,81,32,1005,8/5/2011
31,25,11,WSW,28,88,60,1005,8/6/2011
29,25,9,W,9.4,89,68,1007,8/7/2011
32,24,9,SW,5.4,84,41,1008,8/8/2011
32,25,11,WSW,5.8,82,33,1008,8/9/2011
29,25,12,WSW,8.2,86,56,1008,8/10/2011
31,24,12,WSW,5.5,81,51,1008,8/11/2011
32,25,8,WSW,25.1,82,31,1007,8/12/2011
34,25,5,SW,7,79,27,1007,8/13/2011
32,25,6,S,4.5,81,39,1009,8/14/2011
29,25,6,S,0.6,84,51,1010,8/15/2011
33,25,7,WSW,3.4,80,28,1009,8/16/2011
33,25,9,WSW,4.6,80,39,1008,8/17/2011
33,25,8,W,6.8,77,28,1008,8/18/2011
33,25,6,WNW,10.8,79,59,1009,8/19/2011
33,25,7,WNW,6.4,79,44,1009,8/20/2011
32,25,6,NW,34.1,82,49,1009,8/21/2011
33,25,9,W,26.4,84,43,1009,8/22/2011
33,25,6,WSW,15.6,84,39,1008,8/23/2011
33,25,5,WSW,9.8,82,31,1007,8/24/2011
34,26,6,SW,20.9,84,37,1006,8/25/2011
33,25,6,SW,43,86,61,1005,8/26/2011
30,25,7,W,44.6,91,73,1006,8/27/2011
28,24,13,SW,13.4,91,84,1007,8/28/2011
31,24,12,SW,33.8,90,63,1008,8/29/2011
32,24,10,WSW,12.1,85,42,1009,8/30/2011
31,24,13,WSW,17.9,85,40,1008,8/31/2011
32,24,12,WSW,8.6,82,27,1008,9/1/2011
31,24,10,WSW,9.6,83,31,1008,9/2/2011
32,24,10,SW,6.5,82,39,1008,9/3/2011
32,25,10,SW,12.6,83,34,1008,9/4/2011
31,24,9,SW,30.6,87,54,1009,9/5/2011
31,25,8,WSW,12.9,87,48,1009,9/6/2011
32,25,7,WSW,22.7,86,60,1008,9/7/2011
31,24,11,WSW,21.9,87,50,1007,9/8/2011
30,24,10,WSW,24.4,89,55,1007,9/9/2011
29,24,13,SW,5.4,89,78,1006,9/10/2011
28,24,11,SSW,18.5,91,68,1006,9/11/2011
29,24,8,S,4,88,58,1009,9/12/2011
32,24,6,WSW,3.4,82,34,1009,9/13/2011
33,25,9,W,4.2,81,21,1008,9/14/2011
32,25,8,W,2.7,84,30,1008,9/15/2011
33,25,8,W,7.7,83,31,1008,9/16/2011
31,25,12,WSW,18.1,85,43,1006,9/17/2011
32,25,9,WSW,8,85,41,1007,9/18/2011
31,25,10,SW,12.9,86,43,1008,9/19/2011
31,25,9,SW,13.5,89,61,1009,9/20/2011
29,25,11,W,7,89,70,1009,9/21/2011
29,24,12,W,5.9,87,69,1009,9/22/2011
28,24,13,WSW,14.1,88,66,1008,9/23/2011
28,24,13,W,5.2,88,66,1008,9/24/2011
31,23,10,WNW,3.7,83,39,1007,9/25/2011
32,24,9,W,7.9,82,31,1006,9/26/2011
30,25,12,W,18.6,87,64,1005,9/27/2011
28,24,13,WSW,18.4,90,79,1007,9/28/2011
30,24,14,WSW,15,86,55,1007,9/29/2011
31,24,13,WSW,6.3,83,39,1008,9/30/2011
31,24,9,WSW,25.1,86,36,1007,10/1/2011
32,24,8,W,15.1,87,45,1006,10/2/2011
30,25,8,W,96.2,91,64,1006,10/3/2011
29,24,8,W,35,92,79,1007,10/4/2011
29,24,8,W,9.1,91,69,1009,10/5/2011
29,24,5,WSW,8.2,89,55,1010,10/6/2011
32,24,4,WSW,18.6,87,61,1010,10/7/2011
30,25,5,WSW,10.4,90,62,1009,10/8/2011
30,25,4,WSW,40.7,92,66,1009,10/9/2011
30,24,4,S,22.4,91,54,1010,10/10/2011
31,24,6,SSW,14.9,89,45,1010,10/11/2011
31,24,8,SSW,7.3,87,47,1009,10/12/2011
30,24,10,WSW,25,88,68,1009,10/13/2011
30,24,8,WSW,8.4,89,47,1009,10/14/2011
30,24,6,WSW,5.8,87,62,1009,10/15/2011
32,24,5,S,5.2,85,27,1009,10/16/2011
32,25,6,ESE,10.8,87,31,1010,10/17/2011
31,24,5,ENE,7.6,87,32,1010,10/18/2011
32,24,4,SSE,12.1,85,21,1008,10/19/2011
32,25,6,SE,7,87,30,1009,10/20/2011
32,24,6,ESE,6.3,84,22,1009,10/21/2011
32,25,5,ESE,11.9,83,20,1009,10/22/2011
33,25,6,SSE,5,84,18,1009,10/23/2011
33,24,7,ESE,0.7,83,17,1008,10/24/2011
32,25,4,ENE,9,82,23,1009,10/25/2011
32,25,5,ESE,5.3,82,39,1009,10/26/2011
34,25,5,ESE,1.1,82,18,1009,10/27/2011
33,25,4,E,2.2,82,13,1009,10/28/2011
33,24,7,ENE,6.8,82,21,1008,10/29/2011
33,23,5,SE,0.6,81,11,1007,10/30/2011
33,24,4,SSE,2.6,83,29,1008,10/31/2011
33,24,5,WSW,0.1,82,17,1008,11/1/2011
32,24,4,SSW,0.8,82,27,1007,11/2/2011
32,24,4,WSW,1.4,81,24,1007,11/3/2011
33,24,5,WSW,1.5,82,17,1008,11/4/2011
32,24,9,WSW,19.4,85,35,1008,11/5/2011
